zakazka_id,produkt_id,planovane_mnozstvi,datum_zahajeni,datum_ukonceni,stredisko_id,naklady_material,naklady_prace,naklady_rezie,celkove_naklady,stav,vyuziti_kapacity,zmetky
VZ017887,PRD0156,1379,2023-06-29,2023-08-05,STR031,405960.89,99491.38,57384.0,562836.27,Zrušeno,0.88,41
VZ017888,PRD0235,3230,2025-03-30,2025-04-10,STR001,275125.62,177269.73,105181.09,557576.44,V výrobě,1.027,13
VZ017889,PRD0265,163,2024-11-02,2024-12-08,STR031,143405.54,72769.88,12427.41,228602.83,Plánováno,1.018,8
VZ017890,PRD0094,1887,2023-04-26,2023-05-24,STR021,202403.31,80966.76,17990.99,301361.06,Plánováno,0.99,50
VZ017891,PRD0198,1101,2023-11-19,2023-11-20,STR041,379533.42,123868.78,55529.73,558931.93,V výrobě,0.974,53
VZ017892,PRD0206,1461,2024-01-23,2024-02-17,STR041,34333.82,12293.76,11041.52,57669.1,Dokončeno,0.917,69
VZ017893,PRD0252,4630,2024-04-09,2024-05-12,STR031,244091.71,110167.15,61410.36,415669.22,V výrobě,0.999,87
VZ017894,PRD0184,2830,2023-03-23,2023-04-02,STR031,66671.71,46799.12,9527.12,122997.95,Zrušeno,0.944,93
VZ017895,PRD0073,3535,2024-04-29,2024-05-31,STR041,268681.29,147541.54,93230.65,509453.48,Dokončeno,0.961,59
VZ017896,PRD0265,15,2024-03-30,2024-04-18,STR001,473021.35,366104.34,44561.72,883687.41,Plánováno,1.047,0
VZ017897,PRD0112,1424,2024-08-08,2024-09-12,STR021,479400.49,113739.26,30920.51,624060.26,Dokončeno,0.969,21
VZ017898,PRD0060,1606,2024-05-23,2024-06-29,STR031,122691.09,25204.93,9659.45,157555.47,Zrušeno,1.023,38
VZ017899,PRD0191,3062,2024-06-09,2024-07-15,STR001,290239.98,106476.09,59528.74,456244.81,Dokončeno,0.896,10
VZ017900,PRD0148,3673,2023-03-29,2023-04-02,STR011,280215.33,222413.23,52488.84,555117.4,Pozastaveno,0.96,144
VZ017901,PRD0026,953,2023-05-26,2023-06-06,STR001,349413.88,203411.2,83536.71,636361.79,Pozastaveno,0.932,1
VZ017902,PRD0110,3945,2025-02-21,2025-03-08,STR021,225801.1,72793.27,47342.43,345936.8,Dokončeno,0.973,176
VZ017903,PRD0153,1778,2024-04-07,2024-05-22,STR031,95493.16,56027.79,8259.09,159780.04,Plánováno,0.851,75
VZ017904,PRD0144,2075,2024-07-29,2024-07-31,STR021,60277.58,39285.39,9734.7,109297.67,Dokončeno,0.854,38
VZ017905,PRD0055,827,2024-11-24,2024-12-13,STR011,17762.9,3943.52,2465.93,24172.35,Dokončeno,0.883,40
VZ017906,PRD0119,900,2024-06-09,2024-07-10,STR011,326264.56,249669.87,42765.66,618700.09,Dokončeno,0.904,12
VZ017907,PRD0155,255,2023-10-23,2023-11-29,STR001,459599.35,358204.08,197964.31,1015767.74,Plánováno,0.965,8
VZ017908,PRD0039,4990,2023-05-07,2023-05-13,STR011,389224.64,263519.76,161134.78,813879.18,Dokončeno,0.935,102
VZ017909,PRD0275,4939,2025-03-25,2025-03-29,STR041,52954.82,23845.72,8480.2,85280.74,Dokončeno,0.893,182
VZ017910,PRD0241,4194,2023-10-04,2023-11-17,STR041,122294.72,59212.59,11144.85,192652.16,Dokončeno,0.882,148
VZ017911,PRD0204,4794,2024-07-21,2024-08-21,STR011,326096.98,183283.34,56350.62,565730.94,Zrušeno,0.937,48
VZ017912,PRD0264,1862,2024-01-04,2024-02-02,STR041,246847.17,186951.2,27793.71,461592.08,V výrobě,1.014,71
VZ017913,PRD0170,37,2023-10-24,2023-11-26,STR011,434097.02,98266.19,63321.23,595684.44,Pozastaveno,1.048,0
VZ017914,PRD0199,2936,2024-11-27,2025-01-04,STR041,99427.18,49101.74,21953.23,170482.15,Plánováno,0.947,70
VZ017915,PRD0156,435,2024-02-20,2024-03-19,STR041,167349.93,73190.05,12536.52,253076.5,Dokončeno,1.019,18
VZ017916,PRD0295,3612,2024-07-06,2024-08-03,STR021,277414.85,148106.17,76211.39,501732.41,Dokončeno,0.958,88
VZ017917,PRD0152,3458,2024-08-19,2024-09-27,STR031,235548.07,150422.3,76457.18,462427.55,Pozastaveno,0.864,22
VZ017918,PRD0158,233,2024-05-07,2024-05-29,STR021,299696.03,105677.59,38709.23,444082.85,Zrušeno,0.983,6
VZ017919,PRD0234,4222,2023-05-12,2023-06-24,STR001,124606.43,74056.2,27778.56,226441.19,Pozastaveno,1.0,182
VZ017920,PRD0064,3033,2023-03-10,2023-04-10,STR041,394341.05,210732.75,102911.69,707985.49,V výrobě,1.02,64
VZ017921,PRD0264,4950,2024-03-17,2024-03-30,STR041,319162.49,95238.28,86228.48,500629.25,V výrobě,0.995,120
VZ017922,PRD0014,4795,2024-01-28,2024-03-13,STR001,179558.05,57282.98,49570.18,286411.21,V výrobě,0.899,211
VZ017923,PRD0182,2183,2023-03-12,2023-03-13,STR001,283184.32,138271.82,103815.32,525271.46,Dokončeno,0.954,72
VZ017924,PRD0269,3530,2023-12-17,2024-01-25,STR021,280087.21,86864.44,77302.36,444254.01,V výrobě,0.864,31
VZ017925,PRD0286,573,2024-10-31,2024-11-17,STR001,118319.68,52941.61,30309.48,201570.77,Dokončeno,0.916,21
VZ017926,PRD0100,3147,2023-01-03,2023-02-10,STR041,66009.16,15228.88,12913.28,94151.32,Dokončeno,1.021,33
VZ017927,PRD0253,227,2024-09-22,2024-11-04,STR041,15157.32,7721.01,3513.48,26391.81,Dokončeno,0.894,1
VZ017928,PRD0030,102,2024-12-30,2025-01-30,STR001,304973.61,142642.59,24292.63,471908.83,Dokončeno,1.013,5
VZ017929,PRD0081,949,2025-02-10,2025-03-03,STR041,347790.27,129913.53,43456.15,521159.95,Pozastaveno,0.881,21
VZ017930,PRD0060,701,2025-06-10,2025-06-29,STR021,301365.12,147112.22,78460.75,526938.09,Dokončeno,0.893,14
VZ017931,PRD0096,232,2023-03-13,2023-04-26,STR041,166186.8,85353.01,23156.27,274696.08,Zrušeno,1.043,6
VZ017932,PRD0010,962,2024-04-19,2024-05-01,STR011,443323.2,344743.02,110662.05,898728.27,V výrobě,1.026,12
VZ017933,PRD0133,2242,2023-06-18,2023-07-09,STR021,29297.76,10999.21,8379.14,48676.11,V výrobě,0.867,14
VZ017934,PRD0245,2230,2024-11-21,2024-12-03,STR011,92335.05,34433.4,8095.44,134863.89,Pozastaveno,1.017,50
VZ017935,PRD0116,4115,2023-05-02,2023-05-10,STR041,262824.77,139175.72,31783.81,433784.3,Pozastaveno,0.877,32
VZ017936,PRD0265,1035,2025-03-05,2025-03-15,STR031,6335.03,4620.99,2161.86,13117.88,Dokončeno,0.93,17
VZ017937,PRD0297,328,2024-04-09,2024-04-23,STR011,495633.81,303060.22,47263.35,845957.38,Dokončeno,0.873,8
VZ017938,PRD0063,2309,2025-02-26,2025-03-21,STR021,432975.77,168261.68,118514.02,719751.47,V výrobě,0.976,78
VZ017939,PRD0154,3616,2024-01-11,2024-02-09,STR001,213355.94,69306.86,19659.6,302322.4,V výrobě,0.895,14
VZ017940,PRD0232,2861,2025-01-18,2025-02-22,STR011,349395.36,188751.46,133897.35,672044.17,Plánováno,0.861,6
VZ017941,PRD0260,2895,2024-04-18,2024-04-29,STR001,477020.6,203464.92,51920.3,732405.82,V výrobě,0.996,79
VZ017942,PRD0043,4899,2024-05-08,2024-05-30,STR011,274915.02,75889.45,29375.99,380180.46,Plánováno,0.964,91
VZ017943,PRD0241,3330,2023-04-14,2023-04-28,STR021,38108.38,20841.15,5125.92,64075.45,Dokončeno,1.043,138
VZ017944,PRD0102,4021,2023-02-25,2023-03-31,STR011,249982.95,117290.68,38785.9,406059.53,Dokončeno,0.935,27
VZ017945,PRD0089,3383,2023-04-16,2023-05-16,STR001,361543.46,90886.62,64472.75,516902.83,Dokončeno,0.974,13
VZ017946,PRD0075,64,2025-05-25,2025-06-20,STR031,114297.33,89107.62,44370.38,247775.33,Dokončeno,1.049,0
VZ017947,PRD0006,2811,2023-01-14,2023-02-18,STR041,307249.5,184133.85,121884.81,613268.16,Dokončeno,1.039,95
VZ017948,PRD0214,4971,2024-06-19,2024-06-21,STR011,187199.32,94439.45,38264.79,319903.56,Zrušeno,0.866,38
VZ017949,PRD0038,3347,2023-09-16,2023-10-30,STR011,377733.53,290265.52,121274.38,789273.43,Dokončeno,0.926,97
VZ017950,PRD0273,3158,2024-04-16,2024-04-24,STR001,309836.36,150076.0,108202.14,568114.5,Dokončeno,0.863,104
VZ017951,PRD0101,3920,2025-02-20,2025-03-07,STR001,38824.05,28914.51,6401.74,74140.3,V výrobě,0.961,136
VZ017952,PRD0013,1997,2023-08-01,2023-08-15,STR041,124604.45,29278.94,8910.59,162793.98,Zrušeno,0.95,54
VZ017953,PRD0287,2368,2024-11-13,2024-12-27,STR001,98384.91,76375.85,42842.43,217603.19,Zrušeno,0.984,34
VZ017954,PRD0024,4579,2024-08-28,2024-10-02,STR011,311870.47,154248.52,58169.04,524288.03,Pozastaveno,0.96,97
VZ017955,PRD0026,4609,2024-04-29,2024-06-08,STR001,50274.82,21647.43,15351.87,87274.12,Plánováno,0.996,157
VZ017956,PRD0056,2106,2025-05-30,2025-06-05,STR041,458175.3,238571.0,127806.34,824552.64,V výrobě,0.908,11
VZ017957,PRD0177,3203,2025-04-24,2025-05-05,STR041,275300.27,150815.96,99505.98,525622.21,Dokončeno,1.004,20
VZ017958,PRD0097,574,2025-01-20,2025-02-06,STR011,268194.84,153356.81,25944.66,447496.31,Dokončeno,1.02,0
VZ017959,PRD0130,1649,2024-02-18,2024-03-28,STR021,249317.79,93991.67,50259.93,393569.39,V výrobě,0.901,16
VZ017960,PRD0050,625,2024-04-18,2024-05-28,STR021,154679.74,92823.43,38495.07,285998.24,V výrobě,0.888,30
VZ017961,PRD0121,2817,2024-02-16,2024-03-19,STR021,203412.06,84011.03,51528.45,338951.54,Dokončeno,0.907,41
VZ017962,PRD0272,1386,2024-04-23,2024-04-29,STR011,209759.74,77085.72,71178.04,358023.5,Dokončeno,1.01,3
VZ017963,PRD0261,1038,2023-09-15,2023-09-17,STR021,420865.44,286224.95,52143.52,759233.91,Plánováno,1.018,30
VZ017964,PRD0194,2230,2024-08-10,2024-08-18,STR041,333719.69,259719.56,53847.64,647286.89,Pozastaveno,0.937,8
VZ017965,PRD0284,4164,2024-12-05,2024-12-15,STR011,334895.07,109369.49,91528.48,535793.04,Dokončeno,0.866,198
VZ017966,PRD0039,4061,2023-01-04,2023-01-07,STR011,325376.34,194570.54,110063.09,630009.97,V výrobě,0.894,171
VZ017967,PRD0290,3967,2023-02-25,2023-03-06,STR041,465405.86,173217.95,108308.06,746931.87,V výrobě,0.905,72
VZ017968,PRD0034,3155,2024-09-17,2024-09-27,STR031,212681.28,77542.0,37632.85,327856.13,Zrušeno,0.917,11
VZ017969,PRD0189,1861,2024-02-10,2024-03-15,STR011,148355.79,46576.24,14307.15,209239.18,V výrobě,0.937,45
VZ017970,PRD0006,4659,2024-12-08,2024-12-17,STR041,497343.56,357810.71,96760.84,951915.11,Dokončeno,0.868,119
VZ017971,PRD0209,473,2024-04-15,2024-05-12,STR021,229130.09,123566.62,65200.58,417897.29,Pozastaveno,1.018,13
VZ017972,PRD0003,2215,2023-10-30,2023-12-01,STR001,350656.04,150194.04,108840.16,609690.24,Dokončeno,1.036,51
VZ017973,PRD0062,4895,2024-03-05,2024-04-06,STR031,284616.34,192453.0,82878.42,559947.76,Dokončeno,1.026,167
VZ017974,PRD0084,4382,2024-04-14,2024-05-05,STR041,154430.92,113190.2,32159.32,299780.44,Dokončeno,0.984,112
VZ017975,PRD0009,4237,2024-05-07,2024-05-30,STR001,286978.87,150474.57,43429.59,480883.03,V výrobě,0.944,146
VZ017976,PRD0198,1711,2025-06-07,2025-06-21,STR011,250456.42,114275.2,56836.0,421567.62,Dokončeno,0.921,79
VZ017977,PRD0273,4035,2024-01-15,2024-01-28,STR031,364863.06,237365.06,43382.74,645610.86,V výrobě,0.99,67
VZ017978,PRD0193,3978,2024-06-14,2024-07-24,STR041,88869.09,51577.25,12317.46,152763.8,Dokončeno,1.028,136
VZ017979,PRD0244,1984,2024-07-26,2024-09-01,STR041,352546.47,159351.98,86671.52,598569.97,Zrušeno,0.924,53
VZ017980,PRD0155,4067,2024-11-08,2024-12-21,STR001,411990.43,295767.31,149192.58,856950.32,V výrobě,0.953,184
VZ017981,PRD0176,944,2024-02-25,2024-03-29,STR001,65149.29,15035.99,11928.28,92113.56,V výrobě,1.029,20
VZ017982,PRD0006,4690,2023-09-09,2023-10-03,STR031,76132.2,50191.13,23273.33,149596.66,Plánováno,0.852,72
VZ017983,PRD0022,3996,2024-07-25,2024-07-26,STR031,364826.0,178429.6,42871.53,586127.13,Zrušeno,1.031,90
VZ017984,PRD0039,2161,2024-09-13,2024-09-28,STR041,254461.13,165254.29,38738.13,458453.55,V výrobě,0.906,38
VZ017985,PRD0259,3254,2023-08-25,2023-09-25,STR001,387821.87,142490.36,102563.05,632875.28,Plánováno,1.015,34
VZ017986,PRD0241,2602,2024-02-23,2024-03-21,STR001,376203.3,286809.97,126234.13,789247.4,Plánováno,0.947,36
VZ017987,PRD0068,2431,2024-03-17,2024-04-17,STR001,54962.1,28600.64,15042.87,98605.61,Dokončeno,0.979,119
VZ017988,PRD0148,3421,2023-03-24,2023-04-29,STR001,321660.48,175824.85,55341.94,552827.27,Pozastaveno,0.962,71
VZ017989,PRD0148,2823,2024-03-03,2024-03-30,STR011,128036.84,32542.86,30990.74,191570.44,Dokončeno,1.023,101
VZ017990,PRD0273,3876,2024-08-17,2024-09-24,STR011,159356.42,97290.22,18777.36,275424.0,V výrobě,0.984,123
VZ017991,PRD0265,2586,2024-06-24,2024-08-05,STR021,111919.73,25667.45,18045.59,155632.77,Pozastaveno,1.002,55
VZ017992,PRD0295,279,2025-02-27,2025-03-30,STR021,468650.38,133355.76,102744.0,704750.14,V výrobě,1.018,9
VZ017993,PRD0056,773,2024-09-02,2024-09-27,STR031,178649.54,68412.3,46795.21,293857.05,Dokončeno,0.872,36
VZ017994,PRD0176,2916,2023-01-01,2023-01-28,STR021,364109.67,261723.05,47931.17,673763.89,Dokončeno,0.897,92
VZ017995,PRD0273,1783,2023-10-25,2023-11-06,STR011,343649.5,217876.57,70603.59,632129.66,Dokončeno,0.914,58
VZ017996,PRD0127,2634,2024-01-22,2024-01-26,STR001,396738.35,180020.19,104402.8,681161.34,Dokončeno,1.047,59
VZ017997,PRD0005,81,2025-01-20,2025-02-08,STR031,184262.97,131735.96,33853.44,349852.37,Dokončeno,0.932,3
VZ017998,PRD0234,641,2024-05-11,2024-05-23,STR031,98740.46,54062.87,30728.77,183532.1,V výrobě,0.97,10
VZ017999,PRD0169,458,2023-07-25,2023-08-22,STR021,37144.91,9144.97,4732.83,51022.71,Pozastaveno,0.958,5
VZ018000,PRD0117,853,2025-04-29,2025-05-25,STR031,354770.18,236459.24,90669.93,681899.35,Zrušeno,0.972,9
VZ018001,PRD0043,2948,2024-12-18,2025-01-11,STR031,307062.19,124061.49,100662.96,531786.64,Dokončeno,0.895,90
VZ018002,PRD0166,2161,2025-03-16,2025-04-21,STR011,157746.44,120512.88,68594.81,346854.13,V výrobě,1.029,55
VZ018003,PRD0206,4666,2024-06-19,2024-07-29,STR031,196742.85,61742.13,51472.56,309957.54,Dokončeno,0.885,225
VZ018004,PRD0265,4573,2025-06-04,2025-07-16,STR011,493768.7,203421.02,115784.73,812974.45,V výrobě,0.941,145
VZ018005,PRD0208,801,2024-10-03,2024-11-14,STR001,138026.14,72912.75,49594.13,260533.02,Dokončeno,0.976,0
VZ018006,PRD0026,4499,2025-04-03,2025-04-11,STR031,151832.12,56848.84,46407.09,255088.05,Plánováno,0.913,151
VZ018007,PRD0038,1047,2025-05-07,2025-06-13,STR031,289865.27,135667.19,88069.83,513602.29,Dokončeno,1.015,51
VZ018008,PRD0208,1750,2023-12-07,2024-01-08,STR001,310387.84,206129.51,94029.77,610547.12,Zrušeno,1.006,54
VZ018009,PRD0121,752,2024-08-16,2024-09-06,STR021,135752.3,102854.15,41889.93,280496.38,V výrobě,0.884,12
VZ018010,PRD0232,2229,2024-07-17,2024-08-22,STR041,481483.28,347969.6,91244.06,920696.94,Plánováno,0.932,13
VZ018011,PRD0106,1721,2025-04-21,2025-05-17,STR011,125559.0,86077.37,36467.74,248104.11,Dokončeno,1.033,12
VZ018012,PRD0148,1080,2025-03-02,2025-04-03,STR021,19640.73,5831.68,1884.88,27357.29,Dokončeno,0.965,27
VZ018013,PRD0119,3071,2023-06-30,2023-07-31,STR001,120848.15,28310.51,36031.18,185189.84,Dokončeno,0.863,0
VZ018014,PRD0101,2718,2023-04-24,2023-05-12,STR011,243562.57,131693.02,54105.03,429360.62,Pozastaveno,1.037,91
VZ018015,PRD0157,2004,2023-05-19,2023-06-15,STR011,175480.32,137483.42,51448.05,364411.79,V výrobě,0.914,1
VZ018016,PRD0030,1088,2025-01-13,2025-02-08,STR021,497745.34,212254.46,126590.62,836590.42,Pozastaveno,0.856,43
VZ018017,PRD0140,3126,2023-01-29,2023-03-09,STR041,35051.02,7053.23,8030.94,50135.19,Dokončeno,0.924,93
VZ018018,PRD0022,912,2023-06-04,2023-07-01,STR001,418173.07,289703.63,154509.32,862386.02,Dokončeno,0.889,22
VZ018019,PRD0140,871,2023-12-28,2024-02-10,STR041,101543.06,44353.06,17478.09,163374.21,Pozastaveno,0.96,14
VZ018020,PRD0152,1101,2024-03-21,2024-03-26,STR031,398673.01,190816.52,75023.16,664512.69,Pozastaveno,1.035,35
VZ018021,PRD0193,295,2024-05-26,2024-07-09,STR011,91525.61,31933.19,17191.1,140649.9,Dokončeno,0.938,3
VZ018022,PRD0087,2123,2024-03-29,2024-05-09,STR021,235621.64,99791.63,68895.66,404308.93,Plánováno,0.899,6
VZ018023,PRD0096,2744,2024-07-09,2024-08-06,STR041,492931.67,328872.26,185707.63,1007511.56,Dokončeno,0.904,126
VZ018024,PRD0127,4121,2023-09-06,2023-10-02,STR031,83252.72,44217.01,13259.0,140728.73,Dokončeno,0.979,51
VZ018025,PRD0013,4325,2025-02-28,2025-04-02,STR031,39027.95,13747.68,7285.13,60060.76,Dokončeno,0.914,64
VZ018026,PRD0148,4166,2025-03-17,2025-04-27,STR031,99296.19,26920.0,18874.59,145090.78,Zrušeno,1.008,99
VZ018027,PRD0065,4751,2025-02-23,2025-03-29,STR011,282197.55,143657.07,69836.21,495690.83,Pozastaveno,0.857,64
VZ018028,PRD0130,3058,2024-03-18,2024-03-22,STR011,450836.59,334282.05,103230.39,888349.03,Dokončeno,0.946,62
VZ018029,PRD0082,3117,2023-12-18,2024-01-19,STR031,160126.75,120952.0,19566.64,300645.39,Zrušeno,0.856,13
VZ018030,PRD0244,3494,2024-03-29,2024-04-15,STR001,14321.6,2936.28,2031.48,19289.36,Plánováno,1.049,153
VZ018031,PRD0068,3832,2024-09-02,2024-09-10,STR011,400738.64,103325.9,90794.31,594858.85,Zrušeno,1.031,91
VZ018032,PRD0019,4860,2024-01-31,2024-02-25,STR001,314255.46,136300.58,42942.92,493498.96,Dokončeno,0.981,53
VZ018033,PRD0261,3729,2024-01-19,2024-02-15,STR011,183938.56,134978.18,46947.55,365864.29,Dokončeno,0.906,122
VZ018034,PRD0147,4744,2023-03-24,2023-04-28,STR011,172039.78,113483.81,43896.62,329420.21,Pozastaveno,0.872,103
VZ018035,PRD0275,2657,2023-01-09,2023-02-05,STR041,19111.27,12271.26,4080.42,35462.95,Pozastaveno,1.001,13
VZ018036,PRD0018,2281,2024-03-16,2024-04-09,STR041,276698.41,186898.36,72258.05,535854.82,Dokončeno,0.895,32
VZ018037,PRD0122,1519,2025-06-07,2025-07-08,STR021,121430.8,72084.54,26446.55,219961.89,Dokončeno,0.899,11
VZ018038,PRD0276,4931,2023-12-07,2023-12-15,STR001,82051.91,23796.35,18836.75,124685.01,V výrobě,0.982,3
VZ018039,PRD0049,3143,2023-12-16,2024-01-26,STR011,438937.35,232268.35,151661.82,822867.52,Dokončeno,0.969,145
VZ018040,PRD0079,4452,2023-08-19,2023-09-17,STR031,385967.21,172219.98,93573.42,651760.61,Plánováno,0.956,33
VZ018041,PRD0223,2420,2024-09-07,2024-09-30,STR031,195265.87,115511.96,56327.85,367105.68,Dokončeno,0.917,4
VZ018042,PRD0232,1561,2023-07-05,2023-07-18,STR031,266048.63,102891.4,49450.54,418390.57,Dokončeno,0.88,68
VZ018043,PRD0147,2892,2025-01-04,2025-01-31,STR001,33512.65,8380.22,9423.89,51316.76,Pozastaveno,0.943,134
VZ018044,PRD0100,4897,2024-11-24,2024-12-12,STR041,382168.02,88892.26,100344.27,571404.55,V výrobě,0.922,180
VZ018045,PRD0248,2067,2024-10-09,2024-11-22,STR021,418567.93,292441.83,138581.4,849591.16,Zrušeno,0.938,56
VZ018046,PRD0136,1775,2024-05-22,2024-06-22,STR021,162228.74,110413.77,63840.8,336483.31,Dokončeno,1.043,23
VZ018047,PRD0291,4097,2023-01-27,2023-03-13,STR041,51728.68,28539.22,12937.39,93205.29,Dokončeno,0.883,197
VZ018048,PRD0222,175,2025-03-08,2025-04-18,STR021,318603.92,145415.02,41540.3,505559.24,Zrušeno,1.006,7
VZ018049,PRD0045,720,2024-12-21,2024-12-22,STR021,191000.46,86888.94,43091.66,320981.06,Dokončeno,1.004,16
VZ018050,PRD0244,4694,2024-03-16,2024-04-24,STR011,14280.8,8754.64,1698.47,24733.91,Zrušeno,0.924,80
VZ018051,PRD0073,4015,2024-04-01,2024-05-02,STR021,359093.05,178526.98,58675.37,596295.4,Plánováno,1.037,130
VZ018052,PRD0126,4547,2024-01-30,2024-03-15,STR011,94085.18,36694.46,31092.23,161871.87,V výrobě,0.98,182
VZ018053,PRD0176,779,2023-03-16,2023-03-22,STR021,115269.44,73707.54,47139.95,236116.93,V výrobě,1.03,35
VZ018054,PRD0117,4438,2025-04-02,2025-05-07,STR021,6725.14,3534.25,548.88,10808.27,Plánováno,1.007,181
VZ018055,PRD0101,4517,2024-12-16,2024-12-22,STR041,304007.62,67620.28,20456.07,392083.97,Dokončeno,0.93,80
VZ018056,PRD0264,4607,2023-10-30,2023-12-04,STR011,268027.88,211507.73,56480.77,536016.38,Dokončeno,1.038,21
VZ018057,PRD0189,4336,2023-11-27,2023-12-21,STR011,82402.89,41237.54,11371.86,135012.29,Dokončeno,1.002,32
VZ018058,PRD0047,3868,2023-01-11,2023-02-09,STR041,329639.78,155286.37,90049.69,574975.84,Zrušeno,0.854,112
VZ018059,PRD0273,2970,2024-10-18,2024-11-18,STR041,324294.73,171039.63,118781.92,614116.28,V výrobě,0.941,99
VZ018060,PRD0296,3591,2024-02-05,2024-03-06,STR011,246776.2,174170.87,71408.71,492355.78,Pozastaveno,1.027,130
VZ018061,PRD0050,2346,2024-05-31,2024-07-02,STR021,128098.36,35722.26,24312.29,188132.91,Plánováno,0.917,28
VZ018062,PRD0013,3224,2025-03-22,2025-03-24,STR001,75163.97,52950.54,21716.47,149830.98,Dokončeno,0.893,10
VZ018063,PRD0275,4526,2025-05-16,2025-06-10,STR031,53410.51,36330.71,10579.79,100321.01,Dokončeno,1.009,94
VZ018064,PRD0106,4733,2024-09-07,2024-10-16,STR031,389078.73,99689.29,59031.23,547799.25,Plánováno,0.927,55
VZ018065,PRD0204,1977,2023-11-09,2023-11-20,STR001,249372.06,127681.5,49350.77,426404.33,Pozastaveno,1.001,53
VZ018066,PRD0100,4572,2023-08-27,2023-09-24,STR041,180243.2,140287.4,44380.65,364911.25,Zrušeno,0.964,212
VZ018067,PRD0154,2986,2024-05-17,2024-06-30,STR041,238199.14,168764.37,63208.96,470172.47,Dokončeno,0.962,93
VZ018068,PRD0074,1721,2024-06-08,2024-06-17,STR041,204854.47,157923.0,23453.01,386230.48,Pozastaveno,0.946,34
VZ018069,PRD0191,3258,2023-10-06,2023-10-09,STR001,286977.55,214338.19,69950.4,571266.14,Pozastaveno,0.961,36
VZ018070,PRD0065,582,2024-07-19,2024-08-23,STR011,430377.53,191925.56,63762.15,686065.24,Plánováno,0.932,3
VZ018071,PRD0184,2150,2025-06-16,2025-07-28,STR011,410110.22,211648.86,143883.04,765642.12,Dokončeno,0.956,61
VZ018072,PRD0155,546,2023-12-22,2024-01-15,STR041,218690.09,78620.55,27600.51,324911.15,Dokončeno,1.005,19
VZ018073,PRD0039,4091,2025-05-03,2025-05-24,STR041,85463.11,49974.82,18349.35,153787.28,Dokončeno,0.879,169
VZ018074,PRD0007,3115,2025-01-21,2025-02-28,STR041,152127.37,41140.09,28131.44,221398.9,Pozastaveno,1.009,146
VZ018075,PRD0296,2747,2024-03-31,2024-04-24,STR041,459855.87,144260.55,103707.69,707824.11,Dokončeno,0.963,5
VZ018076,PRD0233,3666,2024-04-16,2024-04-17,STR011,55112.77,20292.75,12991.07,88396.59,Pozastaveno,0.88,112
VZ018077,PRD0267,89,2023-10-12,2023-10-21,STR031,370129.28,269507.04,139339.69,778976.01,Plánováno,0.944,4
VZ018078,PRD0078,2127,2024-09-28,2024-10-04,STR001,63226.87,30356.44,11872.31,105455.62,Dokončeno,1.001,30
VZ018079,PRD0078,1248,2023-08-22,2023-08-26,STR021,70634.42,53064.57,22504.07,146203.06,V výrobě,0.93,19
VZ018080,PRD0173,176,2024-11-23,2024-11-30,STR041,438747.62,169188.69,136389.74,744326.05,Dokončeno,0.979,5
VZ018081,PRD0255,3963,2024-06-20,2024-07-28,STR011,121643.17,51741.24,15552.2,188936.61,Pozastaveno,0.997,194
VZ018082,PRD0054,2187,2025-03-05,2025-03-17,STR001,332129.95,142140.86,43263.18,517533.99,Dokončeno,0.946,49
VZ018083,PRD0211,100,2023-09-17,2023-10-14,STR001,368224.19,146948.77,42378.79,557551.75,Dokončeno,0.925,3
VZ018084,PRD0205,2882,2023-11-21,2024-01-01,STR001,406827.19,182361.14,69634.1,658822.43,V výrobě,0.951,124
VZ018085,PRD0087,3934,2024-10-02,2024-11-02,STR041,68162.68,15165.9,9552.16,92880.74,Plánováno,1.013,51
VZ018086,PRD0075,3129,2024-06-02,2024-07-17,STR011,445557.56,225335.56,103249.09,774142.21,V výrobě,0.868,42
VZ018087,PRD0094,2665,2024-10-06,2024-10-21,STR021,73388.18,18740.59,7651.87,99780.64,Pozastaveno,0.913,91
VZ018088,PRD0193,2917,2024-08-30,2024-09-14,STR001,449295.93,197299.85,159118.37,805714.15,V výrobě,0.996,80
VZ018089,PRD0054,1395,2024-06-20,2024-06-23,STR031,79131.36,36031.72,19419.07,134582.15,Plánováno,1.011,11
VZ018090,PRD0253,3144,2024-11-13,2024-11-14,STR021,139086.28,34584.76,40755.02,214426.06,Zrušeno,0.935,29
VZ018091,PRD0291,152,2023-07-11,2023-08-13,STR041,416485.95,154993.99,121323.46,692803.4,V výrobě,0.965,4
VZ018092,PRD0189,4602,2025-06-12,2025-07-27,STR041,89547.9,40590.7,31447.51,161586.11,V výrobě,0.91,210
VZ018093,PRD0239,1589,2023-02-09,2023-03-05,STR021,89762.52,47712.99,32344.29,169819.8,Pozastaveno,0.959,22
VZ018094,PRD0156,919,2023-06-01,2023-06-10,STR041,421557.8,296630.25,111250.85,829438.9,Dokončeno,0.915,11
VZ018095,PRD0253,3555,2025-03-03,2025-04-08,STR041,201826.2,91106.96,35194.39,328127.55,Zrušeno,1.006,54
VZ018096,PRD0264,1039,2025-04-06,2025-05-02,STR031,289934.63,159353.58,34257.8,483546.01,V výrobě,0.927,26
VZ018097,PRD0201,1295,2023-12-14,2023-12-24,STR031,261783.95,144613.78,69563.8,475961.53,Dokončeno,1.046,64
